dispnum,ord_incidnum,stday,stmon,styear,endday,endmon,endyear,duration,tbi,fatality,fatalpre,action,hostlev,numa,version,incidnum
3551,3551001,16,7,1992,16,7,1992,1,129,0,0,7,3,13,5,3551001
3551,3551002,-9,1,1993,-9,1,1993,-9,-9,0,0,7,3,3,5,3551003
3551,3551003,14,1,1993,-9,1,1993,-9,16,0,0,7,3,1,5,3551004
3551,3551004,30,1,1993,30,1,1993,1,4,0,0,15,4,1,5,3551005
3551,3551005,3,2,1993,3,2,1993,1,25,0,0,15,4,1,5,3551006
3551,3551006,28,2,1993,28,2,1993,1,43,0,0,1,2,1,5,3551007
3551,3551007,12,4,1993,12,4,1993,1,19,0,0,7,3,3,5,3551008
3551,3551008,1,5,1993,1,11,1993,185,170,0,0,13,4,1,5,3551009
3551,3551009,18,10,1993,18,10,1993,1,-9,0,0,1,2,1,5,3551010
3551,3551010,21,11,1993,24,9,1996,1404,-9,0,0,13,4,9,5,3551002
3552,3552001,27,7,1992,27,7,1992,1,6,0,0,7,3,1,5,3552001
3552,3552002,2,8,1992,2,8,1992,1,2,0,0,8,3,3,5,3552004
3552,3552003,3,8,1992,24,8,1992,1,7,1,-9,7,4,1,5,3552005
3552,3552004,26,8,1992,26,8,1992,22,23,0,0,7,3,2,5,3552003
3552,3552005,28,12,1992,28,12,1992,1,1,0,0,16,3,1,5,3552002
3552,3552006,4,1,1993,4,1,1993,1,2,0,0,7,3,1,5,3552006
3552,3552007,6,1,1993,6,1,1993,1,1,0,0,1,2,4,5,3552007
3552,3552008,7,1,1993,9,1,1993,3,3,0,0,8,3,1,5,3552008
3552,3552009,10,1,1993,10,1,1993,1,1,0,0,8,3,1,5,3552009
3552,3552010,11,1,1993,11,1,1993,1,1,0,0,7,3,1,5,3552010
3552,3552011,12,1,1993,12,1,1993,1,1,0,0,8,3,3,5,3552011
3552,3552012,13,1,1993,13,1,1993,1,0,1,17,17,4,3,5,3552012
3552,3552013,13,1,1993,13,1,1993,1,1,0,0,1,2,1,5,3552013
3552,3552014,14,1,1993,14,1,1993,1,1,0,0,1,2,4,5,3552014
3552,3552015,15,1,1993,15,1,1993,1,1,0,0,1,2,1,5,3552015
3552,3552016,16,1,1993,16,1,1993,1,1,0,0,1,2,1,5,3552016
3552,3552017,17,1,1993,21,1,1993,5,0,-9,-9,17,4,1,5,3552017
3552,3552018,17,1,1993,17,1,1993,1,0,-9,-9,17,4,1,5,3552018
3552,3552019,17,1,1993,19,1,1993,3,0,1,-9,16,4,3,5,3552019
3552,3552020,17,1,1993,17,1,1993,1,1,1,1,17,4,1,5,3552020
3552,3552021,18,1,1993,18,1,1993,1,3,-9,-9,16,4,3,5,3552021
3552,3552022,21,1,1993,21,1,1993,1,1,0,0,16,4,2,5,3552022
3552,3552023,22,1,1993,22,1,1993,1,1,-9,-9,16,4,1,5,3552023
3552,3552024,23,1,1993,23,1,1993,1,76,-9,-9,17,4,1,5,3552024
3552,3552025,9,4,1993,9,4,1993,1,9,-9,-9,17,4,1,5,3552025
3552,3552026,18,4,1993,18,4,1993,1,1,-9,-9,16,4,1,5,3552026
3552,3552027,19,4,1993,19,4,1993,1,71,-9,-9,16,4,1,5,3552027
3552,3552028,29,6,1993,29,6,1993,1,0,0,0,7,3,1,5,3552028
3552,3552029,29,6,1993,29,6,1993,1,2,-9,-9,16,4,1,5,3552029
3552,3552030,1,7,1993,4,7,1993,4,23,0,0,16,4,1,5,3552030
3552,3552031,24,7,1993,24,7,1993,1,26,-9,-9,16,4,1,5,3552031
3552,3552032,19,8,1993,19,8,1993,1,126,-9,-9,17,4,1,5,3552032
3552,3552033,23,12,1993,23,12,1993,1,-9,0,0,17,4,1,5,3552033
3555,3555001,20,1,1992,20,1,1992,1,3,-9,-9,17,4,1,5,3555001
3555,3555002,23,1,1992,23,1,1992,1,33,0,0,12,3,1,5,3555002
3555,3555003,25,2,1992,29,2,1992,5,11,1,-9,17,4,1,5,3555003
3555,3555004,6,3,1992,8,4,1992,34,37,2,-9,17,4,1,5,3555004
3555,3555005,11,4,1992,11,4,1992,1,10,-9,-9,17,4,1,5,3555005
3555,3555006,21,4,1992,21,4,1992,1,2,1,1,16,4,1,5,3555006
3555,3555007,23,4,1992,23,4,1992,1,1,-9,-9,17,4,1,5,3555007
3555,3555008,24,4,1992,24,4,1992,1,77,2,-9,17,4,1,5,3555008
3555,3555009,10,7,1992,10,7,1992,1,-9,0,0,11,3,1,5,3555009
3556,3556001,20,10,1992,28,10,1992,9,6,1,-9,17,4,1,5,3556001
3556,3556002,26,10,1992,26,10,1992,1,-9,0,0,11,3,1,5,3556002
3557,3557001,6,4,1992,6,4,1992,1,8,0,0,7,3,1,5,3557001
3557,3557002,14,4,1992,14,4,1992,1,6,-9,-9,17,4,1,5,3557002
3557,3557003,20,4,1992,22,4,1992,3,12,-9,-9,17,4,1,5,3557003
3557,3557004,2,5,1992,2,5,1992,1,6,-9,-9,17,4,1,5,3557004
3557,3557005,8,5,1992,8,5,1992,1,3,0,0,16,4,1,5,3557005
3557,3557006,11,5,1992,11,5,1992,1,17,-9,-9,17,4,1,5,3557006
3557,3557007,28,5,1992,28,5,1992,1,89,-9,-9,17,4,1,5,3557007
3557,3557008,25,8,1992,25,8,1992,1,112,-9,-9,16,4,1,5,3557008
3557,3557009,15,12,1992,15,12,1992,1,33,-9,-9,16,4,1,5,3557009
3557,3557010,17,1,1993,18,1,1993,2,8,-9,-9,17,4,1,5,3557010
3557,3557011,25,1,1993,25,1,1993,1,-9,0,0,8,3,1,5,3557011
3561,3561001,13,6,1992,13,6,1992,1,5,1,15,17,4,1,5,3561001
3561,3561002,18,6,1992,18,6,1992,1,108,1,-9,16,4,1,5,3561002
3561,3561003,4,10,1992,4,10,1992,1,1,0,0,1,2,1,5,3561003
3561,3561004,5,10,1992,5,10,1992,1,0,0,0,11,3,1,5,3561004
3561,3561005,5,10,1992,5,10,1992,1,60,0,0,7,3,1,5,3561005
3561,3561006,4,12,1992,4,12,1992,1,2,0,0,16,4,1,5,3561006
3561,3561007,6,12,1992,6,12,1992,1,8,1,0,17,4,1,5,3561007
3561,3561008,14,12,1992,14,12,1992,1,3,1,-9,16,4,1,5,3561008
3561,3561009,17,12,1992,17,12,1992,1,-9,0,0,8,3,1,5,3561009
3561,3561010,20,2,1993,20,2,1993,1,0,-9,-9,16,4,1,5,3561010
3561,3561011,20,2,1993,20,2,1993,1,21,-9,-9,16,4,1,5,3561011
3561,3561012,13,3,1993,13,3,1993,1,3,-9,-9,16,4,1,5,3561012
3561,3561013,16,3,1993,18,3,1993,3,0,0,0,10,3,1,5,3561013
3561,3561014,16,3,1993,16,3,1993,1,0,0,0,8,3,1,5,3561014
3561,3561015,16,3,1993,16,3,1993,1,1,-9,-9,16,4,1,5,3561015
3561,3561016,17,3,1993,17,3,1993,1,1,-9,-9,16,4,1,5,3561016
3561,3561017,18,3,1993,18,3,1993,1,1,0,0,1,2,1,5,3561017
3561,3561018,19,3,1993,19,3,1993,1,0,0,0,12,3,1,5,3561018
3561,3561019,19,3,1993,19,3,1993,1,13,1,1,16,4,1,5,3561019
3561,3561020,1,4,1993,1,4,1993,1,1,-9,-9,17,4,1,5,3561020
3561,3561021,2,4,1993,2,4,1993,1,90,0,0,1,2,1,5,3561021
3561,3561022,1,7,1993,1,7,1993,1,1,-9,-9,17,4,1,5,3561022
3561,3561023,2,7,1993,2,7,1993,1,1,0,0,12,3,1,5,3561023
3561,3561024,3,7,1993,3,7,1993,1,115,-9,-9,16,4,1,5,3561024
3561,3561025,26,10,1993,26,10,1993,1,0,0,0,16,4,1,5,3561025
3561,3561026,26,10,1993,26,10,1993,1,-9,0,0,7,3,1,5,3561026
3564,3564001,26,1,1992,26,1,1992,1,7,-9,-9,17,4,1,5,3564001
3564,3564002,2,2,1992,23,2,1992,22,24,-9,-9,17,4,1,5,3564002
3564,3564003,26,2,1992,7,3,1992,11,57,3,200,17,4,1,5,3564003
3564,3564004,23,4,1992,26,4,1992,4,11,-9,-9,17,4,1,5,3564004
3564,3564005,4,5,1992,4,5,1992,1,4,2,43,17,4,1,5,3564005
3564,3564006,8,5,1992,8,5,1992,1,2,-9,-9,17,4,1,5,3564006
3564,3564007,10,5,1992,10,5,1992,1,7,3,120,17,4,1,5,3564007
3564,3564008,17,5,1992,21,5,1992,5,27,1,21,17,4,1,5,3564008
3564,3564009,13,6,1992,13,6,1992,1,4,2,65,17,4,1,5,3564009
3564,3564010,17,6,1992,17,6,1992,1,34,3,220,17,4,1,5,3564010
3564,3564011,21,7,1992,22,7,1992,2,7,2,88,17,4,1,5,3564011
3564,3564012,28,7,1992,28,7,1992,1,11,2,32,17,4,1,5,3564012
3564,3564013,8,8,1992,8,8,1992,1,107,-9,-9,17,4,1,5,3564013
3564,3564014,23,11,1992,23,11,1992,1,30,1,2,17,4,1,5,3564014
3564,3564015,23,12,1992,23,12,1992,1,12,-9,-9,17,4,1,5,3564015
3564,3564016,4,1,1993,4,1,1993,1,-9,-9,-9,17,4,1,5,3564016
3564,3564017,-9,2,1993,-9,2,1993,-9,-9,-9,-9,17,4,1,5,3564017
3564,3564018,-9,4,1993,-9,4,1993,-9,-9,0,0,7,3,1,5,3564018
3564,3564019,-9,4,1993,-9,4,1993,-9,-9,0,0,11,3,1,5,3564019
3564,3564020,5,4,1993,7,4,1993,3,2,-9,-9,17,4,1,5,3564020
3564,3564021,7,4,1993,7,4,1993,1,10,0,0,11,3,1,5,3564021
3564,3564022,17,4,1993,17,4,1993,1,0,0,0,12,3,1,5,3564022
3564,3564023,17,4,1993,17,4,1993,1,1,0,0,1,2,1,5,3564023
3564,3564024,18,8,1993,18,8,1993,1,-9,-9,-9,16,4,1,5,3564025
3564,3564025,-9,9,1993,-9,9,1993,-9,-9,0,0,7,3,1,5,3564026
3564,3564026,3,9,1993,3,9,1993,1,0,0,0,8,3,1,5,3564027
3564,3564027,3,9,1993,3,9,1993,1,0,0,0,11,3,1,5,3564028
3564,3564028,3,9,1993,3,9,1993,1,0,0,0,8,3,1,5,3564029
3564,3564029,3,9,1993,3,9,1993,1,0,0,0,7,3,1,5,3564030
3564,3564030,3,9,1993,3,9,1993,1,0,0,0,11,3,1,5,3564031
3564,3564031,3,9,1993,-9,9,1993,-9,1,0,0,7,3,1,5,3564032
3564,3564032,4,9,1993,4,9,1993,1,3,0,0,4,2,1,5,3564033
3564,3564033,7,9,1993,7,9,1993,1,-9,-9,-9,16,4,1,5,3564036
3568,3568001,7,10,1992,7,10,1992,1,91,0,0,17,4,1,5,3568001
3568,3568002,5,1,1993,5,1,1993,1,2,0,0,16,4,1,5,3568002
3568,3568003,7,1,1993,7,1,1993,1,3,0,0,1,2,1,5,3568003
3568,3568004,10,1,1993,13,1,1993,4,1,0,0,12,3,1,5,3568004
3568,3568005,11,1,1993,11,1,1993,1,1,0,0,1,2,1,5,3568005
3568,3568006,12,1,1993,13,1,1993,2,4,0,0,1,2,3,5,3568006
3568,3568007,16,1,1993,17,1,1993,2,4,0,0,11,3,1,5,3568007
3568,3568008,20,1,1993,20,1,1993,1,42,0,0,11,3,1,5,3568008
3568,3568009,3,3,1993,4,3,1993,2,18,0,0,17,4,1,5,3568009
3568,3568010,21,3,1993,21,3,1993,1,40,0,0,17,4,1,5,3568010
3568,3568011,30,4,1993,30,4,1993,1,-9,0,0,17,4,1,5,3568011
3568,3568012,-9,5,1993,-9,5,1993,-9,-9,0,0,11,3,1,5,3568012
3568,3568013,4,6,1993,5,6,1993,2,3,0,0,16,4,1,5,3568013
3568,3568014,7,6,1993,7,6,1993,1,133,0,0,11,3,1,5,3568014
3568,3568015,18,10,1993,18,10,1993,1,23,0,0,17,4,1,5,3568015
3568,3568016,10,11,1993,10,11,1993,1,10,0,0,17,4,1,5,3568016
3568,3568017,20,11,1993,20,11,1993,1,43,0,0,16,4,1,5,3568017
3568,3568018,2,1,1994,2,1,1994,1,-9,0,0,17,4,1,5,3568018
4001,4001001,1,1,1994,1,1,1994,1,80,0,0,8,3,1,5,4001001
4001,4001002,22,3,1994,22,3,1994,1,7,0,0,8,3,1,5,4001002
4001,4001003,29,3,1994,29,3,1994,1,6,0,0,7,3,1,5,4001003
4001,4001004,4,4,1994,4,4,1994,1,17,0,0,7,3,1,5,4001004
4001,4001005,21,4,1994,21,4,1994,1,5,-9,-9,17,4,1,5,4001005
4001,4001006,26,4,1994,26,4,1994,1,18,0,0,7,3,1,5,4001006
4001,4001007,14,5,1994,14,5,1994,1,156,0,0,8,3,1,5,4001007
4001,4001008,17,10,1994,17,10,1994,1,134,0,0,7,3,1,5,4001008
4001,4001009,28,2,1995,28,2,1995,1,27,1,2,17,4,1,5,4001009
4001,4001010,27,3,1995,27,3,1995,1,7,0,0,7,3,1,5,4001010
4001,4001011,3,4,1995,3,4,1995,1,3,0,0,7,3,1,5,4001011
4001,4001012,6,4,1995,6,4,1995,1,70,0,0,12,3,1,5,4001012
4001,4001013,15,6,1995,15,6,1995,1,21,0,0,7,3,1,5,4001013
4001,4001014,6,7,1995,6,7,1995,1,4,0,0,8,3,1,5,4001014
4001,4001015,10,7,1995,10,7,1995,1,88,-9,-9,17,4,1,5,4001015
4001,4001016,6,10,1995,6,10,1995,1,93,-9,-9,17,4,1,5,4001016
4001,4001017,7,1,1996,7,1,1996,1,0,0,0,16,4,1,5,4001017
4001,4001018,7,1,1996,7,1,1996,1,12,0,0,12,3,1,5,4001018
4001,4001019,19,1,1996,19,1,1996,1,2,0,0,7,3,1,5,4001019
4001,4001020,21,1,1996,21,1,1996,1,8,0,0,7,3,1,5,4001020
4001,4001021,29,1,1996,29,1,1996,1,24,0,0,8,3,1,5,4001021
4001,4001022,22,2,1996,22,2,1996,1,94,0,0,7,3,1,5,4001022
4001,4001023,26,5,1996,26,5,1996,1,120,1,1,17,4,1,5,4001023
4001,4001024,23,9,1996,23,9,1996,1,0,0,0,15,4,1,5,4001024
4001,4001025,23,9,1996,23,9,1996,1,-9,-9,-9,17,4,1,5,4001025
4002,4002001,8,2,1995,8,2,1995,1,8,0,0,7,3,1,5,4002001
4002,4002002,16,2,1995,16,2,1995,1,4,0,0,8,3,1,5,4002002
4002,4002003,20,2,1995,20,2,1995,1,9,0,0,7,3,1,5,4002003
4002,4002004,1,3,1995,1,3,1995,1,-9,0,0,16,4,1,5,4002004
4003,4003001,3,1,1996,4,1,1996,2,1,0,0,11,3,1,5,4003001
4003,4003002,4,1,1996,4,1,1996,1,4,0,0,8,3,1,5,4003002
4003,4003003,8,1,1996,8,1,1996,1,-9,0,0,7,3,1,5,4003003
4004,4004001,24,1,1996,30,1,1996,7,6,0,0,14,4,1,5,4004001
4004,4004002,30,1,1996,30,1,1996,1,-9,0,0,11,3,1,5,4004002
4005,4005001,25,6,1995,25,6,1995,1,-9,0,0,17,4,1,5,4005001
4006,4006001,20,5,1996,22,5,1996,3,-9,0,0,8,3,1,5,4006001
4007,4007001,17,9,1993,17,9,1993,1,51,1,3,17,4,1,5,4007001
4007,4007002,7,11,1993,7,11,1993,1,64,1,3,17,4,1,5,4007002
4007,4007003,10,1,1994,12,1,1994,3,122,0,0,17,4,1,5,4007003
4007,4007004,12,5,1994,12,5,1994,1,140,0,0,16,4,1,5,4007004
4007,4007005,29,9,1994,29,9,1994,1,6,0,0,16,4,1,5,4007005
4007,4007006,5,10,1994,5,10,1994,1,13,0,0,16,4,1,5,4007006
4007,4007007,18,10,1994,18,10,1994,1,49,0,0,16,4,1,5,4007007
4007,4007008,6,12,1994,12,12,1994,7,5,1,1,16,4,1,5,4007008
4007,4007009,11,12,1994,11,12,1994,1,11,0,0,16,4,1,5,4007009
4007,4007010,22,12,1994,29,12,1994,8,16,0,0,16,4,1,5,4007010
4007,4007011,7,1,1995,7,1,1995,1,10,0,0,8,3,1,5,4007011
4007,4007012,17,1,1995,23,1,1995,7,12,1,1,16,4,1,5,4007012
4007,4007013,29,1,1995,29,1,1995,1,22,-9,-9,17,4,1,5,4007013
4007,4007014,20,2,1995,20,2,1995,1,50,0,0,16,4,1,5,4007014
4007,4007015,11,4,1995,11,4,1995,1,6,1,1,16,4,1,5,4007015
4007,4007016,17,4,1995,17,4,1995,1,37,-9,-9,17,4,1,5,4007016
4007,4007017,24,5,1995,24,5,1995,1,3,0,0,16,4,1,5,4007017
4007,4007018,27,5,1995,27,5,1995,1,2,0,0,16,4,1,5,4007018
4007,4007019,29,5,1995,29,5,1995,1,42,-9,-9,16,4,1,5,4007019
4007,4007020,10,7,1995,10,7,1995,1,36,-9,-9,17,4,1,5,4007020
4007,4007021,15,8,1995,15,8,1995,1,1,0,0,16,4,1,5,4007021
4007,4007022,16,8,1995,16,8,1995,1,164,0,0,16,4,1,5,4007022
4007,4007023,27,1,1996,30,1,1996,4,5,-9,-9,17,4,1,5,4007023
4007,4007024,1,2,1996,1,2,1996,1,10,0,0,8,3,1,5,4007024
4007,4007025,11,2,1996,11,2,1996,1,6,-9,-9,17,4,1,5,4007025
4007,4007026,17,2,1996,18,2,1996,2,5,0,0,16,4,1,5,4007026
4007,4007027,22,2,1996,22,2,1996,1,107,-9,-9,17,4,1,5,4007027
4007,4007028,8,6,1996,30,6,1996,23,91,-9,-9,17,4,1,5,4007028
4007,4007029,7,9,1996,7,9,1996,1,40,0,0,17,4,1,5,4007029
4007,4007030,17,10,1996,17,10,1996,1,174,0,0,16,4,1,5,4007030
4007,4007031,9,4,1997,14,4,1997,6,135,-9,-9,17,4,1,5,4007031
4007,4007032,22,8,1997,26,8,1997,5,11,3,146,17,4,1,5,4007032
4007,4007033,2,9,1997,7,9,1997,6,25,-9,-9,17,4,1,5,4007033
4007,4007034,27,9,1997,4,10,1997,8,105,2,56,17,4,1,5,4007034
4007,4007035,10,1,1998,10,1,1998,1,14,0,0,16,4,1,5,4007035
4007,4007036,24,1,1998,24,1,1998,1,95,-9,-9,16,4,1,5,4007036
4007,4007037,29,4,1998,30,4,1998,2,21,-9,-9,17,4,1,5,4007037
4007,4007038,20,5,1998,26,5,1998,7,8,-9,-9,17,4,1,5,4007038
4007,4007039,28,5,1998,28,5,1998,1,26,0,0,8,3,1,5,4007039
4007,4007040,23,6,1998,2,7,1998,10,24,-9,-9,17,4,1,5,4007040
4007,4007041,17,7,1998,17,7,1998,1,87,-9,-9,16,4,1,5,4007041
4007,4007042,12,10,1998,6,12,1998,56,99,-9,-9,17,4,1,5,4007042
4007,4007043,19,1,1999,19,1,1999,1,70,-9,-9,17,4,1,5,4007043
4007,4007044,30,3,1999,30,3,1999,1,40,-9,-9,17,4,1,5,4007044
4007,4007045,9,5,1999,17,7,1999,70,-9,6,1108,20,5,1,5,4007045
4008,4008001,31,5,1995,31,5,1995,1,-9,1,2,17,4,1,5,4008001
4009,4009001,-9,10,1995,-9,10,1995,-9,-9,0,0,12,3,1,5,4009001
4009,4009002,-9,10,1995,-9,10,1995,-9,-9,0,0,15,4,1,5,4009003
4009,4009003,8,10,1995,8,10,1995,1,-9,0,0,12,3,1,5,4009002
4010,4010001,26,1,1993,20,2,1993,26,-9,0,0,11,3,1,5,4010001
4011,4011001,8,4,1995,8,4,1995,1,1,0,0,15,4,1,5,4011001
4011,4011002,9,4,1995,9,4,1995,1,50,0,0,17,4,1,5,4011002
4011,4011003,29,5,1995,2,6,1995,5,2,0,0,15,4,1,5,4011003
4011,4011004,31,5,1995,31,5,1995,1,13,0,0,17,4,1,5,4011004
4011,4011005,13,6,1995,13,6,1995,1,-9,0,0,11,3,1,5,4011005
4012,4012001,22,12,1995,22,12,1995,1,-9,0,0,1,2,1,5,4012001
4013,4013001,9,1,1995,11,1,1995,3,0,0,0,17,4,1,5,4013001
4013,4013002,9,1,1995,9,1,1995,1,14,0,0,15,4,1,5,4013002
4013,4013003,23,1,1995,23,1,1995,1,3,0,0,12,3,1,5,4013003
4013,4013004,26,1,1995,2,3,1995,36,1,4,-9,17,4,1,5,4013004
4013,4013005,27,1,1995,27,1,1995,1,1,0,0,10,3,1,5,4013005
4013,4013006,28,1,1995,28,1,1995,1,0,0,0,7,3,1,5,4013006
4013,4013007,28,1,1995,28,1,1995,1,1,0,0,12,3,1,5,4013007
4013,4013008,29,1,1995,31,1,1995,3,39,0,0,11,3,1,5,4013008
4013,4013009,9,3,1995,11,3,1995,3,13,1,4,17,4,1,5,4013009
4013,4013010,22,3,1995,22,3,1995,1,5,0,0,17,4,1,5,4013010
4013,4013011,27,3,1995,27,3,1995,1,43,1,-9,17,4,1,5,4013011
4013,4013012,9,5,1995,9,5,1995,1,-9,-9,-9,17,4,1,5,4013012
4014,4014001,15,10,1993,15,10,1993,1,1,0,0,12,3,1,5,4014001
4014,4014002,16,10,1993,16,10,1993,1,-9,0,0,11,3,1,5,4014002
4015,4015001,25,8,1995,25,8,1995,1,-9,0,0,12,3,1,5,4015001
4015,4015002,-9,9,1995,-9,9,1995,-9,-9,0,0,12,3,1,5,4015002
4015,4015003,23,9,1995,23,9,1995,1,-9,0,0,11,3,1,5,4015003
4016,4016001,18,10,1993,29,9,1994,347,223,0,0,13,4,6,5,4016001
4016,4016002,29,5,1994,29,9,1994,124,-9,0,0,13,4,1,5,4016002
4016,4016003,-9,6,1994,-9,6,1994,-9,-9,0,0,7,3,1,5,4016003
4016,4016004,13,7,1994,-9,7,1994,-9,18,0,0,7,3,1,5,4016004
4016,4016005,31,7,1994,31,7,1994,1,-9,0,0,1,2,1,5,4016005
4016,4016006,-9,8,1994,-9,8,1994,-9,-9,0,0,7,3,1,5,4016006
4016,4016007,-9,9,1994,-9,9,1994,-9,-9,0,0,7,3,1,5,4016007
4016,4016008,7,9,1994,12,9,1994,6,3,0,0,7,3,1,5,4016008
4016,4016009,10,9,1994,18,9,1994,9,1,0,0,7,3,1,5,4016009
4016,4016010,11,9,1994,11,9,1994,1,3,0,0,1,2,1,5,4016010
4016,4016011,14,9,1994,14,9,1994,1,1,0,0,1,2,1,5,4016011
4016,4016012,15,9,1994,15,9,1994,1,0,0,0,1,2,1,5,4016012
4016,4016013,15,9,1994,15,9,1994,1,2,0,0,10,3,1,5,4016013
4016,4016014,17,9,1994,17,9,1994,1,-9,0,0,1,2,1,5,4016014
4018,4018001,-9,1,1993,-9,4,1993,-9,-9,-9,-9,17,4,1,5,4018001
4019,4019001,-9,4,1995,-9,4,1995,-9,-9,0,0,16,4,1,5,4019001
4020,4020001,10,1,1995,10,1,1995,1,112,0,0,16,4,1,5,4020001
4020,4020002,2,5,1995,2,5,1995,1,96,0,0,16,4,1,5,4020002
4020,4020003,6,8,1995,6,8,1995,1,26,0,0,16,4,1,5,4020003
4020,4020004,1,9,1995,3,9,1995,3,6,0,0,7,3,1,5,4020004
4020,4020005,7,9,1995,7,9,1995,1,9,0,0,7,3,1,5,4020005
4020,4020006,16,9,1995,16,9,1995,1,-9,0,0,7,3,1,5,4020006
4021,4021001,3,3,1993,18,3,1993,16,5,0,0,7,3,2,5,4021001
4021,4021002,8,3,1993,24,3,1993,17,0,0,0,8,3,1,5,4021002
4021,4021003,8,3,1993,24,3,1993,17,1,0,0,8,3,1,5,4021003
4021,4021004,9,3,1993,18,3,1993,10,4,0,0,7,3,2,5,4021004
4021,4021005,13,3,1993,13,3,1993,1,-9,0,0,8,3,1,5,4021005
4022,4022001,5,11,1993,9,11,1993,5,2,0,0,8,3,1,5,4022001
4022,4022002,5,11,1993,9,11,1993,5,2,0,0,8,3,1,5,4022028
4022,4022003,7,11,1993,7,11,1993,1,0,0,0,1,2,1,5,4022002
4022,4022004,12,2,1994,12,2,1994,1,-9,0,0,4,2,1,5,4022004
4022,4022005,-9,3,1994,-9,3,1994,-9,-9,0,0,4,2,1,5,4022006
4022,4022006,22,3,1994,30,3,1994,9,1,0,0,8,3,1,5,4022007
4022,4022007,23,3,1994,23,3,1994,1,2,0,0,1,2,1,5,4022009
4022,4022008,25,3,1994,25,3,1994,1,1,0,0,8,3,1,5,4022010
4022,4022009,26,3,1994,26,3,1994,1,23,0,0,1,2,1,5,4022011
4022,4022010,18,4,1994,18,4,1994,1,12,0,0,11,3,1,5,4022012
4022,4022011,30,4,1994,30,4,1994,1,21,0,0,8,3,2,5,4022013
4022,4022012,21,5,1994,23,5,1994,3,10,0,0,8,3,1,5,4022014
4022,4022013,31,5,1994,17,6,1994,18,-9,0,0,8,3,1,5,4022015
4022,4022014,-9,6,1994,-9,6,1994,-9,-9,0,0,8,3,2,5,4022016
4022,4022015,-9,6,1994,-9,6,1994,-9,-9,0,0,8,3,1,5,4022017
4022,4022016,-9,6,1994,-9,6,1994,1,3,0,0,11,3,2,5,4022018
4022,4022017,-9,6,1994,-9,6,1994,1,1,0,0,4,2,1,5,4022019
4022,4022018,10,6,1994,17,6,1994,8,1,0,0,7,3,5,5,4022020
4022,4022019,11,6,1994,11,6,1994,1,27,0,0,1,2,1,5,4022021
4022,4022020,8,7,1994,23,7,1994,16,-9,0,0,8,3,1,5,4022022
4022,4022021,-9,9,1994,-9,10,1994,-9,-9,0,0,7,3,1,5,4022023
4022,4022022,2,11,1994,2,11,1994,1,153,0,0,7,3,1,5,4022024
4022,4022023,-9,12,1994,-9,12,1994,-9,-9,0,0,11,3,1,5,4022029
4022,4022024,17,12,1994,17,12,1994,1,-9,1,1,16,4,1,5,4022030
4022,4022025,4,4,1995,4,4,1995,1,15,0,0,8,3,1,5,4022025
4022,4022026,19,4,1995,19,4,1995,1,4,0,0,12,3,1,5,4022026
4022,4022027,23,4,1995,23,4,1995,1,-9,0,0,12,3,1,5,4022027
4022,4022028,-9,5,1995,-9,5,1995,-9,-9,0,0,12,3,1,5,4022031
4022,4022029,30,5,1995,30,5,1995,1,-9,0,0,16,4,1,5,4022032
4022,4022030,-9,11,1995,-9,11,1995,-9,-9,0,0,11,3,1,5,4022033
4022,4022031,7,12,1995,-9,4,1996,-9,64,0,0,8,3,1,5,4022034
4022,4022032,9,2,1996,19,2,1996,11,56,0,0,7,3,2,5,4022035
4022,4022033,5,4,1996,5,4,1996,1,0,0,0,8,3,1,5,4022036
4022,4022034,5,4,1996,7,4,1996,3,42,0,0,7,3,1,5,4022037
4022,4022035,17,5,1996,17,5,1996,1,6,0,0,12,3,1,5,4022038
4022,4022036,23,5,1996,23,5,1996,1,0,0,0,12,3,1,5,4022039
4022,4022037,23,5,1996,23,5,1996,1,22,0,0,7,3,1,5,4022040
4022,4022038,14,6,1996,14,6,1996,1,0,0,0,12,3,1,5,4022041
4022,4022039,14,6,1996,14,6,1996,1,112,0,0,8,3,1,5,4022042
4022,4022040,4,10,1996,4,10,1996,1,0,0,0,7,3,1,5,4022043
4022,4022041,4,10,1996,4,10,1996,1,156,0,0,7,3,1,5,4022044
4022,4022042,9,3,1997,9,3,1997,1,0,0,0,8,3,1,5,4022045
4022,4022043,9,3,1997,9,3,1997,1,16,0,0,12,3,1,5,4022046
4022,4022044,25,3,1997,25,3,1997,1,16,0,0,7,3,1,5,4022047
4022,4022045,10,4,1997,10,4,1997,1,0,0,0,7,3,1,5,4022048
4022,4022046,10,4,1997,10,4,1997,1,56,0,0,12,3,1,5,4022049
4022,4022047,5,6,1997,5,6,1997,1,-9,0,0,17,4,1,5,4022050
4022,4022048,-9,7,1997,-9,7,1997,-9,-9,0,0,11,3,1,5,4022051
4022,4022049,16,7,1997,16,7,1997,1,0,-9,-9,17,4,1,5,4022052
4022,4022050,16,7,1997,-9,7,1997,-9,55,0,0,8,3,1,5,4022053
4022,4022051,9,9,1997,9,9,1997,1,0,1,1,16,4,1,5,4022054
4022,4022052,9,9,1997,9,9,1997,1,169,0,0,12,3,1,5,4022055
4022,4022053,25,2,1998,25,2,1998,1,7,0,0,7,3,1,5,4022056
4022,4022054,4,3,1998,4,3,1998,1,9,0,0,7,3,1,5,4022057
