dispnum,ord_incidnum,stday,stmon,styear,endday,endmon,endyear,duration,tbi,fatality,fatalpre,action,hostlev,numa,version,incidnum
4137,4137013,15,6,1998,16,6,1998,2,1,0,0,7,3,13,5,4137013
4137,4137014,16,6,1998,16,6,1998,1,19,0,0,12,3,1,5,4137014
4137,4137015,5,7,1998,5,7,1998,1,0,0,0,7,3,1,5,4137015
4137,4137016,5,7,1998,5,7,1998,1,13,0,0,12,3,1,5,4137016
4137,4137017,18,7,1998,18,7,1998,1,7,0,0,16,4,1,5,4137017
4137,4137018,25,7,1998,29,7,1998,5,3,0,0,16,4,1,5,4137018
4137,4137019,28,7,1998,-9,7,1998,-9,15,0,0,8,3,1,5,4137019
4137,4137020,12,8,1998,12,8,1998,1,3,0,0,16,4,1,5,4137020
4137,4137021,15,8,1998,-9,8,1998,-9,2,0,0,8,3,1,5,4137021
4137,4137022,17,8,1998,22,8,1998,6,1,0,0,7,3,19,5,4137022
4137,4137023,18,8,1998,18,8,1998,1,4,0,0,16,4,1,5,4137023
4137,4137024,22,8,1998,26,8,1998,5,33,0,0,7,3,13,5,4137024
4137,4137025,24,9,1998,24,9,1998,1,6,0,0,1,2,16,5,4137025
4137,4137026,30,9,1998,30,9,1998,1,2,0,0,1,2,16,5,4137026
4137,4137027,2,10,1998,2,10,1998,1,3,0,0,16,4,1,5,4137027
4137,4137028,5,10,1998,5,10,1998,1,0,0,0,10,3,1,5,4137028
4137,4137029,5,10,1998,5,10,1998,1,0,0,0,10,3,1,5,4137029
4137,4137030,5,10,1998,5,10,1998,1,1,0,0,10,3,1,5,4137030
4137,4137031,6,10,1998,9,10,1998,4,4,0,0,16,4,1,5,4137031
4137,4137032,10,10,1998,10,10,1998,1,2,0,0,7,3,1,5,4137032
4137,4137033,12,10,1998,12,10,1998,1,1,0,0,16,4,1,5,4137033
4137,4137034,13,10,1998,27,10,1998,15,10,0,0,1,2,16,5,4137034
4137,4137035,23,10,1998,23,10,1998,1,11,0,0,1,2,15,5,4137035
4137,4137036,3,11,1998,3,11,1998,1,38,0,0,16,4,1,5,4137036
4137,4137037,11,12,1998,13,12,1998,3,6,0,0,16,4,1,5,4137037
4137,4137038,17,12,1998,17,12,1998,1,2,0,0,11,3,2,5,4137038
4137,4137039,19,12,1998,19,12,1998,1,26,0,0,12,3,1,5,4137039
4137,4137040,14,1,1999,-9,1,1999,-9,5,0,0,11,3,1,5,4137040
4137,4137041,20,1,1999,20,1,1999,1,8,0,0,8,3,16,5,4137042
4137,4137042,28,1,1999,30,1,1999,3,2,0,0,1,2,16,5,4137043
4137,4137043,30,1,1999,30,1,1999,1,6,0,0,1,2,16,5,4137044
4137,4137044,5,2,1999,5,2,1999,1,0,0,0,16,4,1,5,4137045
4137,4137045,5,2,1999,5,2,1999,1,9,0,0,8,3,1,5,4137046
4137,4137046,14,2,1999,14,2,1999,1,1,0,0,1,2,16,5,4137047
4137,4137047,15,2,1999,15,2,1999,1,0,0,0,16,4,1,5,4137048
4137,4137048,15,2,1999,15,2,1999,1,2,0,0,8,3,1,5,4137049
4137,4137049,17,2,1999,17,2,1999,1,1,0,0,7,3,1,5,4137050
4137,4137050,18,2,1999,18,2,1999,1,1,0,0,1,2,16,5,4137051
4137,4137051,19,2,1999,19,2,1999,1,2,0,0,7,3,1,5,4137052
4137,4137052,21,2,1999,-9,2,1999,-9,1,0,0,11,3,1,5,4137053
4137,4137053,22,2,1999,-9,2,1999,-9,1,0,0,7,3,8,5,4137054
4137,4137054,23,2,1999,23,2,1999,1,1,0,0,1,2,16,5,4137055
4137,4137055,24,2,1999,27,2,1999,4,2,0,0,7,3,1,5,4137056
4137,4137056,26,2,1999,26,2,1999,1,2,0,0,7,3,1,5,4137057
4137,4137057,28,2,1999,3,3,1999,4,1,0,0,7,3,2,5,4137058
4137,4137058,1,3,1999,4,3,1999,4,3,0,0,16,4,1,5,4137059
4137,4137059,4,3,1999,4,3,1999,1,1,0,0,8,3,1,5,4137060
4137,4137060,5,3,1999,-9,3,1999,-9,3,0,0,11,3,1,5,4137061
4137,4137061,8,3,1999,11,3,1999,4,1,0,0,7,3,7,5,4137062
4137,4137062,9,3,1999,20,3,1999,12,3,0,0,7,3,19,5,4137063
4137,4137063,12,3,1999,12,3,1999,1,1,0,0,1,2,16,5,4137064
4137,4137064,13,3,1999,13,3,1999,1,0,0,0,1,2,19,5,4137065
4137,4137065,13,3,1999,13,3,1999,1,2,0,0,7,3,1,5,4137066
4137,4137066,15,3,1999,15,3,1999,1,1,0,0,1,2,16,5,4137067
4137,4137067,16,3,1999,-9,3,1999,-9,0,0,0,11,3,1,5,4137068
4137,4137068,16,3,1999,16,3,1999,1,5,0,0,1,2,19,5,4137069
4137,4137069,21,3,1999,21,3,1999,1,1,0,0,12,3,1,5,4137070
4137,4137070,22,3,1999,22,3,1999,1,1,0,0,7,3,1,5,4137071
4137,4137071,23,3,1999,-9,3,1999,-9,1,0,0,11,3,1,5,4137072
4137,4137072,24,3,1999,27,3,1999,4,0,0,0,8,3,1,5,4137073
4137,4137073,24,3,1999,10,6,1999,79,0,4,-9,16,4,13,5,4137074
4137,4137074,24,3,1999,27,3,1999,4,1,0,0,16,4,1,5,4137075
4137,4137075,25,3,1999,28,3,1999,4,14,0,0,8,3,10,5,4137076
4137,4137076,9,4,1999,9,4,1999,1,4,0,0,16,4,1,5,4137077
4137,4137077,13,4,1999,20,4,1999,8,1,-9,-9,17,4,1,5,4137078
4137,4137078,14,4,1999,-9,4,1999,-9,1,0,0,11,3,1,5,4137079
4137,4137079,25,4,1999,25,4,1999,1,5,-9,-9,17,4,1,5,4137081
4137,4137080,30,4,1999,30,4,1999,1,11,-9,-9,17,4,1,5,4137082
4137,4137081,11,5,1999,11,5,1999,1,5,0,0,17,4,1,5,4137083
4137,4137082,16,5,1999,17,5,1999,2,1,-9,-9,17,4,1,5,4137084
4137,4137083,17,5,1999,17,5,1999,1,2,0,0,11,3,1,5,4137085
4137,4137084,19,5,1999,10,6,1999,23,0,0,0,7,3,1,5,4137086
4137,4137085,19,5,1999,10,6,1999,23,0,0,0,7,3,1,5,4137087
4137,4137086,19,5,1999,10,6,1999,23,0,0,0,11,3,1,5,4137088
4137,4137087,19,5,1999,10,6,1999,23,0,0,0,11,3,1,5,4137089
4137,4137088,19,5,1999,10,6,1999,23,0,0,0,7,3,1,5,4137090
4137,4137089,19,5,1999,10,6,1999,23,0,0,0,7,3,1,5,4137091
4137,4137090,19,5,1999,10,6,1999,23,0,0,0,7,3,1,5,4137092
4137,4137091,19,5,1999,10,6,1999,23,0,0,0,7,3,1,5,4137093
4137,4137092,19,5,1999,10,6,1999,23,0,0,0,7,3,1,5,4137094
4137,4137093,19,5,1999,10,6,1999,23,0,0,0,7,3,1,5,4137095
4137,4137094,19,5,1999,10,6,1999,23,0,0,0,7,3,1,5,4137096
4137,4137095,19,5,1999,10,6,1999,23,4,0,0,7,3,1,5,4137097
4137,4137096,23,5,1999,23,5,1999,1,2,0,0,11,3,1,5,4137098
4137,4137097,25,5,1999,26,5,1999,2,3,-9,-9,17,4,1,5,4137099
4137,4137098,28,5,1999,28,5,1999,1,8,0,0,7,3,1,5,4137100
4137,4137099,5,6,1999,5,6,1999,1,-9,0,0,16,4,1,5,4137101
4138,4138001,12,1,1999,12,1,1999,1,-9,1,3,17,4,1,5,4138001
4140,4140001,1,12,1999,4,12,1999,4,2,0,0,8,3,1,5,4140001
4140,4140002,3,12,1999,6,12,1999,4,0,0,0,11,3,1,5,4140002
4140,4140003,3,12,1999,6,12,1999,4,124,0,0,11,3,1,5,4140003
4140,4140004,5,4,2000,-9,4,2000,-9,-9,0,0,11,3,1,5,4140004
4140,4140005,-9,7,2000,-9,7,2000,-9,-9,0,0,14,4,1,5,4140005
4141,4141001,19,2,2000,19,2,2000,1,6,0,0,17,4,1,5,4141001
4141,4141002,25,2,2000,25,2,2000,1,-9,0,0,17,4,1,5,4141002
4143,4143001,20,9,1995,21,9,1995,2,98,0,0,17,4,1,5,4143001
4143,4143002,27,12,1995,27,12,1995,1,0,0,0,12,3,1,5,4143002
4143,4143003,27,12,1995,27,12,1995,1,2,0,0,17,4,1,5,4143003
4143,4143004,29,12,1995,29,12,1995,1,-9,0,0,11,3,1,5,4143004
4143,4143005,-9,1,1996,-9,1,1996,-9,-9,0,0,12,3,1,5,4143005
4143,4143006,-9,1,1996,-9,1,1996,-9,-9,0,0,16,4,1,5,4143006
4143,4143007,12,3,1996,12,3,1996,1,129,0,0,12,3,1,5,4143007
4143,4143008,19,7,1996,-9,7,1996,-9,-9,0,0,7,3,1,5,4143008
4144,4144001,13,5,1997,13,5,1997,1,0,0,0,12,3,1,5,4144001
4144,4144002,13,5,1997,15,5,1997,3,27,0,0,15,4,1,5,4144002
4144,4144003,9,6,1997,9,6,1997,1,132,0,0,12,3,1,5,4144003
4144,4144004,19,10,1997,19,10,1997,1,-9,-9,-9,16,4,1,5,4144004
4145,4145001,-9,4,1994,-9,4,1994,-9,-9,0,0,15,4,1,5,4145001
4146,4146001,3,3,1995,3,3,1995,1,0,0,0,12,3,1,5,4146001
4146,4146002,3,3,1995,3,3,1995,1,2,0,0,15,4,1,5,4146002
4146,4146003,5,3,1995,-9,3,1995,-9,-9,0,0,15,4,1,5,4146003
4147,4147001,16,7,1998,16,7,1998,1,-9,0,0,7,3,1,5,4147001
4147,4147002,-9,8,1998,-9,8,1998,-9,-9,0,0,11,3,1,5,4147002
4148,4148001,6,3,1996,-9,3,1996,-9,-9,0,0,15,4,1,5,4148001
4149,4149001,30,10,1996,30,10,1996,1,-9,0,0,16,4,1,5,4149001
4150,4150001,-9,8,1997,-9,8,1997,-9,-9,0,0,12,3,1,5,4150001
4150,4150002,26,8,1997,26,8,1997,1,-9,0,0,11,3,1,5,4150002
4151,4151001,24,2,2000,3,3,2000,9,1,0,0,15,4,1,5,4151001
4151,4151002,25,2,2000,-9,2,2000,-9,19,0,0,7,3,1,5,4151002
4151,4151003,15,3,2000,-9,4,2000,-9,-9,0,0,11,3,1,5,4151003
4152,4152001,28,12,2000,29,12,2000,2,136,0,0,12,3,1,5,4152001
4152,4152002,13,5,2001,13,5,2001,1,-9,0,0,12,3,1,5,4152002
4154,4154001,-9,4,1997,28,5,1997,-9,-9,0,0,15,4,1,5,4154001
4154,4154002,-9,4,1997,-9,4,1997,-9,-9,0,0,7,3,1,5,4154002
4154,4154003,-9,5,1997,-9,5,1997,-9,-9,0,0,16,4,1,5,4154003
4155,4155001,8,8,1999,-9,8,1999,-9,-9,0,0,15,4,1,5,4155001
4156,4156001,3,6,2000,3,6,2000,1,1,0,0,7,3,1,5,4156001
4156,4156002,4,6,2000,-9,6,2000,-9,1,0,0,11,3,1,5,4156002
4156,4156003,5,6,2000,-9,6,2000,-9,5,0,0,11,3,1,5,4156003
4156,4156004,10,6,2000,-9,6,2000,-9,0,0,0,12,3,1,5,4156004
4156,4156005,10,6,2000,-9,6,2000,-9,-9,0,0,12,3,1,5,4156005
4156,4156006,-9,9,2000,-9,9,2000,-9,-9,0,0,12,3,1,5,4156006
4158,4158001,20,3,1995,4,5,1995,46,107,0,0,14,4,1,5,4158001
4158,4158002,5,7,1995,10,7,1995,6,-9,0,0,14,4,1,5,4158002
4159,4159001,5,9,1995,5,9,1995,1,-9,0,0,11,3,1,5,4159001
4160,4160001,-9,8,1998,-9,9,1998,-9,-9,0,0,11,3,1,5,4160002
4160,4160002,8,8,1998,25,11,1998,110,-9,0,0,15,4,1,5,4160001
4160,4160003,-9,9,1998,-9,9,1998,-9,-9,0,0,11,3,1,5,4160003
4160,4160004,1,9,1998,-9,11,1998,-9,14,0,0,7,3,1,5,4160004
4160,4160005,15,9,1998,-9,11,1998,-9,0,0,0,8,3,1,5,4160005
4160,4160006,15,9,1998,15,9,1998,1,9,0,0,1,2,1,5,4160006
4160,4160007,2,10,1998,2,10,1998,1,6,0,0,12,3,1,5,4160008
4160,4160008,8,10,1998,8,10,1998,1,-9,-9,-9,17,4,1,5,4160009
4161,4161001,16,5,1999,16,5,1999,1,-9,-9,-9,16,4,1,5,4161001
4162,4162001,7,9,1994,9,9,1994,3,1,0,0,7,3,1,5,4162001
4162,4162002,8,9,1994,9,9,1994,2,-9,0,0,11,3,1,5,4162002
4164,4164001,14,2,1994,31,5,1994,107,-9,0,0,7,3,1,5,4164001
4165,4165001,12,6,1995,13,6,1995,2,-9,1,-9,17,4,1,5,4165001
4166,4166001,3,2,1996,3,2,1996,1,72,1,-9,17,4,1,5,4166001
4166,4166002,15,4,1996,8,5,1996,24,-9,3,-9,17,4,1,5,4166002
4166,4166003,-9,5,1996,-9,5,1996,-9,-9,0,0,11,3,1,5,4166003
4166,4166004,14,5,1996,-9,5,1996,-9,354,0,0,11,3,1,5,4166004
4166,4166005,3,5,1997,4,5,1997,2,-9,-9,-9,17,4,1,5,4166005
4168,4168001,13,5,1995,13,5,1995,1,-9,1,11,17,4,1,5,4168001
4169,4169001,20,1,1994,20,1,1994,1,-9,0,0,12,3,1,5,4169001
4170,4170001,17,11,1996,-9,11,1996,-9,11,0,0,11,3,1,5,4170001
4170,4170002,28,11,1996,10,12,1996,13,-9,0,0,16,4,1,5,4170002
4171,4171001,9,1,1997,11,1,1997,3,98,0,0,15,4,1,5,4171001
4171,4171002,17,4,1997,30,4,1997,14,7,0,0,15,4,1,5,4171002
4171,4171003,24,4,1997,30,4,1997,7,28,0,0,15,4,1,5,4171003
4171,4171004,22,5,1997,22,5,1997,1,7,0,0,15,4,1,5,4171004
4171,4171005,29,5,1997,29,5,1997,1,0,0,0,7,3,1,5,4171005
4171,4171006,29,5,1997,29,5,1997,1,0,0,0,16,4,1,5,4171006
4171,4171007,29,5,1997,2,6,1997,5,-9,0,0,15,4,1,5,4171007
4171,4171008,-9,8,1997,-9,8,1997,-9,-9,0,0,15,4,1,5,4171008
4171,4171009,6,8,1997,-9,8,1997,-9,-9,0,0,15,4,1,5,4171009
4172,4172001,6,2,1997,6,2,1997,1,-9,0,0,16,4,1,5,4172001
4173,4173001,13,7,1996,13,7,1996,1,-9,0,0,16,4,1,5,4173001
4174,4174001,15,8,1997,-9,8,1997,-9,-9,0,0,15,4,1,5,4174001
4175,4175001,13,2,1998,13,2,1998,1,-9,-9,-9,17,4,1,5,4175001
4175,4175002,10,12,1998,10,12,1998,1,43,0,0,17,4,1,5,4175003
4175,4175003,22,1,1999,23,1,1999,2,9,0,0,17,4,1,5,4175004
4175,4175004,31,1,1999,31,1,1999,1,-9,-9,-9,17,4,1,5,4175005
4175,4175005,-9,2,1999,-9,2,1999,-9,-9,-9,-9,16,4,1,5,4175006
4175,4175006,25,2,1999,25,2,1999,1,44,0,0,17,4,1,5,4175007
4175,4175007,10,4,1999,10,4,1999,1,64,1,1,17,4,1,5,4175008
4175,4175008,13,6,1999,18,6,1999,6,1,-9,-9,17,4,1,5,4175009
4175,4175009,14,6,1999,18,6,1999,5,8,-9,-9,17,4,1,5,4175010
4175,4175010,22,6,1999,22,6,1999,1,4,-9,-9,16,4,1,5,4175011
4175,4175011,26,6,1999,27,6,1999,2,44,0,0,17,4,1,5,4175012
4175,4175012,9,8,1999,9,8,1999,1,13,0,0,17,4,1,5,4175013
4175,4175013,22,8,1999,23,8,1999,2,3,-9,-9,17,4,1,5,4175014
4175,4175014,25,8,1999,26,8,1999,2,37,-9,-9,17,4,1,5,4175015
4175,4175015,1,10,1999,1,10,1999,1,-9,0,0,17,4,1,5,4175016
4176,4176001,25,5,1997,-9,5,1997,-9,0,0,0,11,3,1,5,4176001
4176,4176002,25,5,1997,-9,5,1997,-9,-9,0,0,8,3,4,5,4176002
4177,4177001,29,10,1999,-9,10,1999,-9,-9,0,0,14,4,1,5,4177001
4179,4179001,15,8,1999,15,8,1999,1,48,0,0,16,4,1,5,4179001
4179,4179002,2,10,1999,3,10,1999,2,-9,0,0,16,4,1,5,4179002
4180,4180001,14,5,1999,-9,5,1999,-9,59,0,0,7,3,1,5,4180001
4180,4180002,12,7,1999,15,7,1999,4,-9,0,0,7,3,1,5,4180002
4182,4182001,6,4,1993,6,4,1993,1,97,0,0,12,3,1,5,4182001
4182,4182002,12,7,1993,15,7,1993,4,0,0,0,7,3,1,5,4182002
4182,4182003,12,7,1993,15,7,1993,4,6,0,0,7,3,1,5,4182003
4182,4182004,18,7,1993,18,7,1993,1,5,0,0,1,2,1,5,4182004
4182,4182005,23,7,1993,31,7,1993,9,0,1,5,16,4,1,5,4182005
4182,4182006,23,7,1993,31,7,1993,9,7,1,14,17,4,1,5,4182006
4182,4182007,30,7,1993,30,7,1993,1,20,0,0,11,3,1,5,4182007
4182,4182008,19,8,1993,19,8,1993,1,0,-9,-9,16,4,1,5,4182008
4182,4182009,19,8,1993,19,8,1993,1,116,0,0,7,3,1,5,4182009
4182,4182010,13,12,1993,13,12,1993,1,16,0,0,14,4,1,5,4182010
4182,4182011,29,12,1993,29,12,1993,1,6,0,0,16,4,1,5,4182011
4182,4182012,4,1,1994,4,1,1994,1,2,0,0,16,4,1,5,4182012
4182,4182013,6,1,1994,6,1,1994,1,13,0,0,16,4,1,5,4182013
4182,4182014,19,1,1994,19,1,1994,1,19,0,0,16,4,1,5,4182014
4182,4182015,7,2,1994,7,2,1994,1,10,-9,-9,16,4,1,5,4182015
4182,4182016,17,2,1994,17,2,1994,1,2,-9,-9,16,4,1,5,4182016
4182,4182017,19,2,1994,19,2,1994,1,3,0,0,16,4,1,5,4182017
4182,4182018,22,2,1994,22,2,1994,1,5,0,0,16,4,1,5,4182018
4182,4182019,27,2,1994,1,3,1994,3,9,0,0,16,4,1,5,4182019
4182,4182020,8,3,1994,12,3,1994,5,9,-9,-9,16,4,1,5,4182020
4182,4182021,17,3,1994,31,3,1994,15,20,-9,-9,16,4,1,5,4182021
4182,4182022,6,4,1994,10,4,1994,5,8,0,0,16,4,1,5,4182022
4182,4182023,14,4,1994,15,4,1994,2,5,-9,-9,16,4,1,5,4182023
4182,4182024,19,4,1994,21,4,1994,3,6,0,0,16,4,1,5,4182024
4182,4182025,25,4,1994,28,4,1994,4,15,0,0,16,4,1,5,4182025
4182,4182026,10,5,1994,27,5,1994,18,13,0,0,16,4,1,5,4182026
4182,4182027,23,5,1994,23,5,1994,1,9,0,0,1,2,1,5,4182027
4182,4182028,1,6,1994,12,6,1994,12,1,0,0,16,4,1,5,4182028
4182,4182029,2,6,1994,2,6,1994,1,0,0,0,16,4,1,5,4182029
4182,4182030,2,6,1994,2,6,1994,1,14,0,0,17,4,1,5,4182030
4182,4182031,16,6,1994,24,6,1994,9,14,1,1,16,4,1,5,4182031
4182,4182032,30,6,1994,30,6,1994,1,2,0,0,17,4,1,5,4182032
4182,4182033,2,7,1994,13,7,1994,12,15,0,0,16,4,1,5,4182033
4182,4182034,17,7,1994,18,7,1994,2,1,0,0,16,4,1,5,4182034
4182,4182035,18,7,1994,18,7,1994,1,2,0,0,16,4,1,5,4182035
4182,4182036,20,7,1994,20,7,1994,1,3,0,0,17,4,1,5,4182036
4182,4182037,23,7,1994,-9,7,1994,-9,1,0,0,15,4,1,5,4182037
4182,4182038,24,7,1994,31,7,1994,8,1,0,0,16,4,1,5,4182038
4182,4182039,25,7,1994,26,7,1994,2,8,0,0,16,4,1,5,4182039
4182,4182040,2,8,1994,9,8,1994,8,9,0,0,16,4,1,5,4182040
4182,4182041,11,8,1994,12,8,1994,2,4,0,0,16,4,1,5,4182041
4182,4182042,15,8,1994,20,8,1994,6,7,0,0,16,4,1,5,4182042
4182,4182043,22,8,1994,3,9,1994,13,0,0,0,16,4,1,5,4182043
4182,4182044,22,8,1994,22,8,1994,1,17,0,0,7,3,1,5,4182044
4182,4182045,8,9,1994,8,9,1994,1,2,0,0,16,4,1,5,4182045
4182,4182046,10,9,1994,10,9,1994,1,3,0,0,16,4,1,5,4182046
4182,4182047,13,9,1994,13,9,1994,1,3,0,0,16,4,1,5,4182047
4182,4182048,16,9,1994,16,9,1994,1,3,0,0,16,4,1,5,4182048
4182,4182049,19,9,1994,23,9,1994,5,7,0,0,16,4,1,5,4182049
4182,4182050,26,9,1994,28,9,1994,3,6,0,0,16,4,1,5,4182050
4182,4182051,2,10,1994,2,10,1994,1,4,0,0,16,4,1,5,4182051
4182,4182052,6,10,1994,6,10,1994,1,13,0,0,16,4,1,5,4182052
4182,4182053,19,10,1994,22,10,1994,4,7,0,0,16,4,1,5,4182053
4182,4182054,26,10,1994,4,11,1994,10,13,0,0,16,4,1,5,4182054
4182,4182055,8,11,1994,16,11,1994,9,13,0,0,16,4,1,5,4182055
4182,4182056,21,11,1994,23,11,1994,3,7,0,0,16,4,1,5,4182056
4182,4182057,28,11,1994,29,11,1994,2,6,0,0,16,4,1,5,4182057
4182,4182058,4,12,1994,6,12,1994,3,5,0,0,16,4,1,5,4182058
4182,4182059,9,12,1994,15,12,1994,7,10,0,0,16,4,1,5,4182059
4182,4182060,19,12,1994,20,12,1994,2,4,0,0,16,4,1,5,4182060
4182,4182061,23,12,1994,24,12,1994,2,5,0,0,16,4,1,5,4182061
4182,4182062,28,12,1994,29,12,1994,2,8,0,0,16,4,1,5,4182062
4182,4182063,5,1,1995,12,1,1995,8,10,0,0,16,4,1,5,4182063
4182,4182064,15,1,1995,16,1,1995,2,4,0,0,16,4,1,5,4182064
4182,4182065,19,1,1995,20,1,1995,2,6,0,0,16,4,1,5,4182065
4182,4182066,25,1,1995,25,1,1995,1,5,0,0,16,4,1,5,4182066
4182,4182067,30,1,1995,31,1,1995,2,4,0,0,16,4,1,5,4182067
4182,4182068,3,2,1995,11,3,1995,37,41,-9,-9,16,4,1,5,4182068
4182,4182069,16,3,1995,26,4,1995,42,7,0,0,16,4,1,5,4182069
4182,4182070,23,3,1995,23,3,1995,1,39,0,0,16,4,1,5,4182070
4182,4182071,1,5,1995,13,5,1995,13,15,0,0,16,4,1,5,4182071
4182,4182072,16,5,1995,17,5,1995,2,6,0,0,16,4,1,5,4182072
4182,4182073,22,5,1995,22,5,1995,1,0,0,0,16,4,2,5,4182073
4182,4182074,22,5,1995,22,5,1995,1,3,0,0,16,4,1,5,4182074
4182,4182075,25,5,1995,25,5,1995,1,4,0,0,16,4,1,5,4182075
4182,4182076,29,5,1995,6,6,1995,9,11,0,0,16,4,1,5,4182076
4182,4182077,9,6,1995,9,6,1995,1,5,1,1,16,4,1,5,4182077
4182,4182078,14,6,1995,23,6,1995,10,93,0,0,16,4,1,5,4182078
4182,4182079,15,9,1995,15,9,1995,1,0,0,0,16,4,1,5,4182079
4182,4182080,15,9,1995,15,9,1995,1,76,0,0,16,4,1,5,4182080
4182,4182081,30,11,1995,2,12,1996,369,48,0,0,16,4,1,5,4182081
4182,4182082,17,1,1996,7,2,1996,22,14,0,0,16,4,1,5,4182082
4182,4182083,31,1,1996,31,1,1996,1,3,0,0,12,3,1,5,4182083
4182,4182084,3,2,1996,11,2,1996,9,3,0,0,16,4,1,5,4182084
4182,4182085,6,2,1996,6,2,1996,1,6,0,0,12,3,1,5,4182085
4182,4182086,12,2,1996,12,2,1996,1,2,0,0,12,3,1,5,4182086
4182,4182087,14,2,1996,29,2,1996,16,1,-9,-9,16,4,1,5,4182087
4182,4182088,15,2,1996,15,2,1996,1,5,0,0,12,3,1,5,4182088
4182,4182089,20,2,1996,20,2,1996,1,1,0,0,12,3,1,5,4182089
4182,4182090,21,2,1996,21,2,1996,1,12,0,0,12,3,1,5,4182090
4182,4182091,4,3,1996,15,3,1996,12,2,0,0,16,4,1,5,4182091
4182,4182092,6,3,1996,6,3,1996,1,1,0,0,11,3,1,5,4182092
4182,4182093,7,3,1996,7,3,1996,1,6,0,0,12,3,1,5,4182093
4182,4182094,13,3,1996,13,3,1996,1,1,0,0,12,3,1,5,4182094
4182,4182095,14,3,1996,14,3,1996,1,4,0,0,12,3,1,5,4182095
4182,4182096,18,3,1996,18,3,1996,1,1,0,0,12,3,1,5,4182096
4182,4182097,19,3,1996,19,3,1996,1,19,0,0,11,3,1,5,4182097
4182,4182098,7,4,1996,26,4,1996,20,2,1,2,16,4,1,5,4182098
4182,4182099,9,4,1996,9,4,1996,1,1,0,0,12,3,1,5,4182099
4182,4182100,10,4,1996,10,4,1996,1,1,0,0,12,3,1,5,4182100
4182,4182101,11,4,1996,12,4,1996,2,0,1,-9,16,4,1,5,4182101
4182,4182102,11,4,1996,12,4,1996,2,0,0,0,16,4,1,5,4182102
4182,4182103,11,4,1996,11,4,1996,1,1,0,0,12,3,1,5,4182103
4182,4182104,12,4,1996,12,4,1996,1,1,0,0,12,3,1,5,4182104
4182,4182105,13,4,1996,13,4,1996,1,1,0,0,12,3,1,5,4182105
4182,4182106,14,4,1996,14,4,1996,1,1,-9,-9,17,4,1,5,4182106
4182,4182107,15,4,1996,15,4,1996,1,1,0,0,12,3,1,5,4182107
4182,4182108,16,4,1996,16,4,1996,1,6,0,0,12,3,1,5,4182108
4182,4182109,22,4,1996,22,4,1996,1,15,0,0,12,3,1,5,4182109
4182,4182110,7,5,1996,14,5,1996,8,10,0,0,16,4,1,5,4182110
4182,4182111,17,5,1996,17,5,1996,1,2,0,0,12,3,1,5,4182111
4182,4182112,19,5,1996,19,5,1996,1,1,0,0,16,4,1,5,4182112
4182,4182113,20,5,1996,20,5,1996,1,2,0,0,12,3,1,5,4182113
4182,4182114,22,5,1996,22,5,1996,1,1,0,0,12,3,1,5,4182114
4182,4182115,23,5,1996,25,5,1996,3,6,0,0,16,4,1,5,4182115
4182,4182116,29,5,1996,31,5,1996,3,8,0,0,16,4,1,5,4182116
4182,4182117,6,6,1996,20,6,1996,15,5,0,0,16,4,1,5,4182117
4182,4182118,11,6,1996,11,6,1996,1,5,0,0,12,3,1,5,4182118
4182,4182119,16,6,1996,18,7,1996,33,4,0,0,15,4,1,5,4182119
4182,4182120,20,6,1996,20,6,1996,1,0,0,0,16,4,1,5,4182120
4182,4182121,20,6,1996,20,6,1996,1,4,0,0,12,3,1,5,4182121
4182,4182122,24,6,1996,19,7,1996,26,0,0,0,16,4,1,5,4182122
4182,4182123,24,6,1996,24,6,1996,1,7,0,0,12,3,1,5,4182123
4182,4182124,1,7,1996,1,7,1996,1,2,0,0,12,3,1,5,4182124
4182,4182125,3,7,1996,3,7,1996,1,2,0,0,12,3,1,5,4182125
4182,4182126,5,7,1996,5,7,1996,1,2,0,0,12,3,1,5,4182126
4182,4182127,7,7,1996,7,7,1996,1,10,0,0,12,3,1,5,4182127
4182,4182128,17,7,1996,17,7,1996,1,1,0,0,12,3,1,5,4182128
4182,4182129,18,7,1996,18,7,1996,1,4,0,0,12,3,1,5,4182129
4182,4182130,22,7,1996,22,7,1996,1,2,0,0,12,3,1,5,4182130
4182,4182131,24,7,1996,24,7,1996,1,2,0,0,16,4,1,5,4182131
4182,4182132,26,7,1996,26,7,1996,1,1,0,0,12,3,1,5,4182132
4182,4182133,27,7,1996,27,7,1996,1,2,0,0,12,3,1,5,4182133
4182,4182134,29,7,1996,5,8,1996,8,1,0,0,16,4,1,5,4182134
4182,4182135,30,7,1996,30,7,1996,1,-9,0,0,12,3,1,5,4182135
4182,4182136,-9,8,1996,-9,8,1996,-9,-9,0,0,7,3,1,5,4182136
4182,4182137,1,8,1996,1,8,1996,1,3,0,0,12,3,1,5,4182137
4182,4182138,4,8,1996,4,8,1996,1,1,0,0,12,3,1,5,4182138
4182,4182139,5,8,1996,5,8,1996,1,3,0,0,12,3,1,5,4182139
4182,4182140,8,8,1996,8,8,1996,1,0,0,0,17,4,1,5,4182140
4182,4182141,8,8,1996,8,8,1996,1,2,0,0,17,4,1,5,4182141
4182,4182142,10,8,1996,16,8,1996,7,4,0,0,16,4,1,5,4182142
4182,4182143,14,8,1996,14,8,1996,1,6,0,0,12,3,1,5,4182143
