dispnum,ord_incidnum,stabb,ccode,stday,stmon,styear,endday,endmon,endyear,insidea,sidea,fatality,fatalpre,action,hostlev,revtype1,revtype2,version,incidnum
4054,4054019,AFG,700,7,10,1993,7,10,1993,0,0,0,0,0,1,0,0,5,4054021
4054,4054019,KYR,703,7,10,1993,7,10,1993,1,1,0,0,1,2,2,0,5,4054021
4054,4054019,KZK,705,7,10,1993,7,10,1993,1,1,0,0,1,2,2,0,5,4054021
4054,4054019,RUS,365,7,10,1993,7,10,1993,1,1,0,0,1,2,2,0,5,4054021
4054,4054019,TAJ,702,7,10,1993,7,10,1993,1,1,0,0,1,2,2,0,5,4054021
4054,4054019,UZB,704,7,10,1993,7,10,1993,1,1,0,0,1,2,2,0,5,4054021
4054,4054020,AFG,700,21,2,1994,21,2,1994,0,0,0,0,0,1,0,0,5,4054022
4054,4054020,RUS,365,21,2,1994,21,2,1994,1,1,0,0,1,2,2,0,5,4054022
4054,4054021,AFG,700,21,2,1994,21,2,1994,0,0,0,0,0,1,0,0,5,4054023
4054,4054021,TAJ,702,21,2,1994,21,2,1994,1,1,0,0,1,2,2,0,5,4054023
4055,4055001,AFG,700,31,12,1994,1,1,1995,0,0,0,0,0,1,0,0,5,4055001
4055,4055001,RUS,365,31,12,1994,1,1,1995,1,1,0,0,16,4,4,0,5,4055001
4055,4055002,AFG,700,9,1,1995,9,1,1995,0,0,0,0,0,1,0,0,5,4055002
4055,4055002,RUS,365,9,1,1995,9,1,1995,1,1,0,0,16,4,4,0,5,4055002
4055,4055003,AFG,700,9,4,1995,11,4,1995,0,0,0,0,0,1,0,0,5,4055003
4055,4055003,RUS,365,9,4,1995,11,4,1995,1,1,0,0,16,4,4,0,5,4055003
4055,4055004,AFG,700,10,4,1995,10,4,1995,0,0,0,0,0,1,0,0,5,4055004
4055,4055004,RUS,365,10,4,1995,10,4,1995,1,1,0,0,8,3,4,0,5,4055004
4055,4055005,AFG,700,13,4,1995,13,4,1995,0,0,0,0,0,1,0,0,5,4055005
4055,4055005,RUS,365,13,4,1995,13,4,1995,1,1,0,0,16,4,4,0,5,4055005
4055,4055006,AFG,700,20,4,1995,20,4,1995,0,0,0,0,0,1,0,0,5,4055006
4055,4055006,RUS,365,20,4,1995,20,4,1995,1,1,0,0,16,4,4,0,5,4055006
4055,4055007,AFG,700,22,4,1995,22,4,1995,0,0,0,0,0,1,0,0,5,4055007
4055,4055007,RUS,365,22,4,1995,22,4,1995,1,1,0,0,16,4,4,0,5,4055007
4055,4055008,AFG,700,-9,5,1995,-9,5,1995,0,0,0,0,0,1,0,0,5,4055008
4055,4055008,RUS,365,-9,5,1995,-9,5,1995,1,1,0,0,11,3,4,0,5,4055008
4058,4058001,ALB,339,26,6,1993,26,6,1993,1,1,1,1,17,4,1,0,5,4058001
4058,4058001,MAC,343,26,6,1993,26,6,1993,0,0,0,0,17,4,1,0,5,4058001
4060,4060001,TAW,713,25,3,1995,25,3,1995,1,1,0,0,7,3,1,0,5,4060001
4060,4060001,VTM,816,25,3,1995,25,3,1995,0,0,0,0,0,1,0,0,5,4060001
4061,4061001,CHN,710,21,8,1995,21,8,1995,1,1,0,0,7,3,1,0,5,4061001
4061,4061001,JPN,740,21,8,1995,21,8,1995,0,0,0,0,0,1,0,0,5,4061001
4061,4061002,CHN,710,21,8,1995,21,8,1995,0,1,0,0,0,1,0,0,5,4061002
4061,4061002,JPN,740,21,8,1995,21,8,1995,1,0,0,0,7,3,1,0,5,4061002
4062,4062001,CHN,710,-9,7,1996,-9,7,1996,1,1,0,0,7,3,1,0,5,4062001
4062,4062001,JPN,740,-9,7,1996,-9,7,1996,0,0,0,0,0,1,0,0,5,4062001
4063,4063001,CHN,710,-9,9,1996,-9,9,1996,1,0,0,0,7,3,1,0,5,4063002
4063,4063001,INS,850,-9,9,1996,-9,9,1996,0,1,0,0,0,1,0,0,5,4063002
4063,4063002,CHN,710,2,9,1996,19,9,1996,0,0,0,0,0,1,0,0,5,4063001
4063,4063002,INS,850,2,9,1996,19,9,1996,1,1,0,0,7,3,1,0,5,4063001
4064,4064001,CHN,710,-9,7,1995,-9,7,1995,1,1,0,0,11,3,2,0,5,4064001
4064,4064001,TAW,713,-9,7,1995,-9,7,1995,0,0,0,0,0,1,0,0,5,4064001
4064,4064002,CHN,710,11,7,1995,12,7,1995,1,1,0,0,7,3,1,0,5,4064002
4064,4064002,TAW,713,11,7,1995,12,7,1995,0,0,0,0,0,1,0,0,5,4064002
4064,4064003,CHN,710,16,7,1995,17,7,1995,1,1,0,0,7,3,1,0,5,4064003
4064,4064003,TAW,713,16,7,1995,17,7,1995,0,0,0,0,0,1,0,0,5,4064003
4064,4064004,CHN,710,19,7,1995,28,7,1995,0,1,0,0,0,1,0,0,5,4064004
4064,4064004,TAW,713,19,7,1995,28,7,1995,1,0,0,0,8,3,2,0,5,4064004
4064,4064005,CHN,710,21,7,1995,28,7,1995,1,1,0,0,7,3,2,0,5,4064005
4064,4064005,TAW,713,21,7,1995,28,7,1995,0,0,0,0,0,1,0,0,5,4064005
4064,4064006,CHN,710,-9,8,1995,-9,8,1995,0,1,0,0,0,1,0,0,5,4064006
4064,4064006,TAW,713,-9,8,1995,-9,8,1995,1,0,0,0,11,3,2,0,5,4064006
4064,4064007,CHN,710,15,8,1995,25,8,1995,1,1,0,0,7,3,2,0,5,4064007
4064,4064007,TAW,713,15,8,1995,25,8,1995,0,0,0,0,0,1,0,0,5,4064007
4064,4064008,CHN,710,15,8,1995,15,8,1995,0,1,0,0,0,1,0,0,5,4064008
4064,4064008,TAW,713,15,8,1995,15,8,1995,1,0,0,0,8,3,2,0,5,4064008
4064,4064009,CHN,710,-9,9,1995,-9,9,1995,1,1,0,0,7,3,2,0,5,4064009
4064,4064009,TAW,713,-9,9,1995,-9,9,1995,0,0,0,0,0,1,0,0,5,4064009
4064,4064010,CHN,710,21,10,1995,21,10,1995,1,1,0,0,1,2,2,0,5,4064010
4064,4064010,TAW,713,21,10,1995,21,10,1995,0,0,0,0,0,1,0,0,5,4064010
4064,4064011,CHN,710,23,11,1995,23,11,1995,1,1,0,0,7,3,2,0,5,4064011
4064,4064011,TAW,713,23,11,1995,23,11,1995,0,0,0,0,0,1,0,0,5,4064011
4064,4064012,CHN,710,23,11,1995,23,11,1995,0,1,0,0,0,1,0,0,5,4064012
4064,4064012,TAW,713,23,11,1995,23,11,1995,1,0,0,0,8,3,2,0,5,4064012
4064,4064013,CHN,710,1,12,1995,1,12,1995,1,1,0,0,1,2,2,0,5,4064013
4064,4064013,TAW,713,1,12,1995,1,12,1995,0,0,0,0,0,1,0,0,5,4064013
4064,4064014,CHN,710,19,12,1995,19,12,1995,0,1,0,0,0,1,0,0,5,4064014
4064,4064014,USA,2,19,12,1995,19,12,1995,1,0,0,0,7,3,1,2,5,4064014
4064,4064015,CHN,710,-9,2,1996,-9,2,1996,1,1,0,0,7,3,2,0,5,4064015
4064,4064015,TAW,713,-9,2,1996,-9,2,1996,0,0,0,0,0,1,0,0,5,4064015
4064,4064016,CHN,710,13,2,1996,-9,2,1996,1,1,0,0,8,3,2,0,5,4064016
4064,4064016,TAW,713,13,2,1996,-9,2,1996,0,0,0,0,0,1,0,0,5,4064016
4064,4064017,CHN,710,13,2,1996,13,2,1996,0,1,0,0,0,1,0,0,5,4064017
4064,4064017,TAW,713,13,2,1996,13,2,1996,1,0,0,0,8,3,2,0,5,4064017
4064,4064018,CHN,710,-9,3,1996,-9,3,1996,0,1,0,0,0,1,0,0,5,4064018
4064,4064018,TAW,713,-9,3,1996,-9,3,1996,1,0,0,0,7,3,2,0,5,4064018
4064,4064019,CHN,710,-9,3,1996,-9,3,1996,0,1,0,0,0,1,0,0,5,4064019
4064,4064019,USA,2,-9,3,1996,-9,3,1996,1,0,0,0,7,3,2,0,5,4064019
4064,4064020,CHN,710,8,3,1996,25,3,1996,0,1,0,0,0,1,0,0,5,4064021
4064,4064020,TAW,713,8,3,1996,25,3,1996,1,0,0,0,8,3,2,0,5,4064021
4064,4064021,CHN,710,8,3,1996,25,3,1996,1,1,0,0,7,3,2,0,5,4064022
4064,4064021,TAW,713,8,3,1996,25,3,1996,0,0,0,0,0,1,0,0,5,4064022
4064,4064022,CHN,710,10,3,1996,28,3,1996,0,1,0,0,0,1,0,0,5,4064023
4064,4064022,USA,2,10,3,1996,28,3,1996,1,0,0,0,7,3,2,0,5,4064023
4065,4065001,CHN,710,23,8,1994,23,8,1994,1,1,0,0,7,3,2,0,5,4065001
4065,4065001,ROK,732,23,8,1994,23,8,1994,0,0,0,0,0,1,0,0,5,4065001
4065,4065002,CHN,710,23,8,1994,23,8,1994,1,1,0,0,7,3,2,0,5,4065002
4065,4065002,USA,2,23,8,1994,23,8,1994,0,0,0,0,0,1,0,0,5,4065002
4065,4065003,CHN,710,-9,10,1994,-9,10,1994,1,1,0,0,7,3,4,0,5,4065003
4065,4065003,USA,2,-9,10,1994,-9,10,1994,0,0,0,0,0,1,0,0,5,4065003
4066,4066001,GHA,452,1,2,1993,4,2,1993,1,1,0,0,8,3,2,0,5,4066001
4066,4066001,TOG,461,1,2,1993,4,2,1993,0,0,0,0,0,1,0,0,5,4066001
4067,4067001,CHA,483,18,2,1993,18,2,1993,1,1,1,1,17,4,4,0,5,4067001
4067,4067001,NIR,436,18,2,1993,18,2,1993,0,0,0,0,17,4,4,0,5,4067001
4068,4068001,CHA,483,26,7,1995,-9,7,1995,0,0,0,0,0,1,0,0,5,4068001
4068,4068001,NIG,475,26,7,1995,-9,7,1995,1,1,0,0,14,4,1,0,5,4068001
4069,4069001,CON,484,31,3,1993,7,4,1993,0,0,0,0,0,1,0,0,5,4069001
4069,4069001,DRC,490,31,3,1993,7,4,1993,1,1,0,0,15,4,4,0,5,4069001
4071,4071001,ANG,540,23,10,1994,-9,11,1994,0,0,0,0,0,1,0,0,5,4071001
4071,4071001,DRC,490,23,10,1994,-9,11,1994,1,1,0,0,11,3,4,0,5,4071001
4072,4072001,IRN,630,13,3,1993,13,3,1993,1,1,0,0,16,4,2,0,5,4072001
4072,4072001,IRQ,645,13,3,1993,13,3,1993,0,0,0,0,0,1,0,0,5,4072001
4072,4072002,IRN,630,19,4,1993,20,4,1993,1,1,0,0,16,4,2,0,5,4072002
4072,4072002,IRQ,645,19,4,1993,20,4,1993,0,0,0,0,0,1,0,0,5,4072002
4072,4072003,IRN,630,14,5,1993,14,5,1993,1,1,0,0,16,4,2,0,5,4072003
4072,4072003,IRQ,645,14,5,1993,14,5,1993,0,0,0,0,0,1,0,0,5,4072003
4072,4072004,IRN,630,25,5,1993,25,5,1993,1,1,0,0,16,4,2,0,5,4072004
4072,4072004,IRQ,645,25,5,1993,25,5,1993,0,0,-9,-9,0,1,0,0,5,4072004
4072,4072005,IRN,630,25,5,1993,25,5,1993,1,1,0,0,16,4,2,0,5,4072005
4072,4072005,IRQ,645,25,5,1993,25,5,1993,0,0,0,0,0,1,0,0,5,4072005
4072,4072006,IRN,630,-9,6,1993,-9,6,1993,0,1,0,0,0,1,0,0,5,4072006
4072,4072006,IRQ,645,-9,6,1993,-9,6,1993,1,0,0,0,12,3,0,0,5,4072006
4072,4072007,IRN,630,24,6,1993,-9,6,1993,0,1,0,0,0,1,0,0,5,4072007
4072,4072007,IRQ,645,24,6,1993,-9,6,1993,1,0,0,0,11,3,2,0,5,4072007
4072,4072008,IRN,630,21,7,1993,25,7,1993,1,1,-9,-9,16,4,2,0,5,4072008
4072,4072008,IRQ,645,21,7,1993,25,7,1993,0,0,0,0,0,1,0,0,5,4072008
4073,4073001,EGY,651,11,3,1993,11,3,1993,1,1,0,0,1,2,2,0,5,4073001
4073,4073001,IRN,630,11,3,1993,11,3,1993,0,0,0,0,0,1,0,0,5,4073001
4075,4075001,PNG,910,5,3,1993,5,3,1993,1,1,-9,-9,17,4,2,1,5,4075001
4075,4075001,SOL,940,5,3,1993,5,3,1993,0,0,-9,-9,17,4,2,1,5,4075001
4075,4075002,PNG,910,-9,4,1993,-9,4,1993,1,1,-9,-9,17,4,2,1,5,4075003
4075,4075002,SOL,940,-9,4,1993,-9,4,1993,0,0,-9,-9,17,4,2,1,5,4075003
4075,4075003,PNG,910,4,4,1993,5,4,1993,1,1,0,0,12,3,2,1,5,4075002
4075,4075003,SOL,940,4,4,1993,5,4,1993,0,0,0,0,0,1,0,0,5,4075002
4076,4076001,PNG,910,1,6,1996,2,6,1996,1,1,0,0,16,4,2,1,5,4076001
4076,4076001,SOL,940,1,6,1996,2,6,1996,0,0,-9,-9,0,1,0,0,5,4076001
4076,4076002,PNG,910,-9,7,1996,-9,7,1996,1,1,0,0,12,3,2,1,5,4076002
4076,4076002,SOL,940,-9,7,1996,-9,7,1996,0,0,0,0,0,1,0,0,5,4076002
4076,4076003,PNG,910,-9,7,1996,-9,7,1996,0,1,-9,-9,0,1,0,0,5,4076003
4076,4076003,SOL,940,-9,7,1996,-9,7,1996,1,0,0,0,16,4,2,1,5,4076003
4076,4076004,PNG,910,20,11,1996,29,11,1996,1,1,0,0,12,3,2,1,5,4076004
4076,4076004,SOL,940,20,11,1996,29,11,1996,0,0,0,0,0,1,0,0,5,4076004
4078,4078001,SUD,625,5,8,1994,6,8,1994,0,0,0,0,0,1,0,0,5,4078001
4078,4078001,UGA,500,5,8,1994,6,8,1994,1,1,0,0,15,4,2,0,5,4078001
4078,4078002,SUD,625,13,12,1994,13,12,1994,1,0,0,0,12,3,4,0,5,4078002
4078,4078002,UGA,500,13,12,1994,13,12,1994,0,1,0,0,0,1,0,0,5,4078002
4078,4078003,SUD,625,21,1,1995,23,1,1995,1,0,0,0,16,4,2,0,5,4078003
4078,4078003,UGA,500,21,1,1995,23,1,1995,0,1,-9,-9,0,1,0,0,5,4078003
4078,4078004,SUD,625,23,1,1995,26,1,1995,0,0,0,0,0,1,0,0,5,4078004
4078,4078004,UGA,500,23,1,1995,26,1,1995,1,1,0,0,8,3,4,0,5,4078004
4078,4078005,SUD,625,30,1,1995,30,1,1995,1,0,0,0,16,4,2,0,5,4078005
4078,4078005,UGA,500,30,1,1995,30,1,1995,0,1,-9,-9,0,1,0,0,5,4078005
4078,4078006,SUD,625,4,5,1995,4,5,1995,0,0,0,0,0,1,0,0,5,4078006
4078,4078006,UGA,500,4,5,1995,4,5,1995,1,1,0,0,1,2,4,2,5,4078006
4078,4078007,SUD,625,9,8,1995,12,8,1995,1,0,0,0,16,4,4,0,5,4078007
4078,4078007,UGA,500,9,8,1995,12,8,1995,0,1,0,0,0,1,0,0,5,4078007
4078,4078008,SUD,625,27,8,1995,28,8,1995,1,0,0,0,16,4,4,0,5,4078008
4078,4078008,UGA,500,27,8,1995,28,8,1995,0,1,-9,-9,0,1,0,0,5,4078008
4078,4078009,SUD,625,8,11,1995,8,11,1995,1,0,0,0,10,3,4,0,5,4078009
4078,4078009,UGA,500,8,11,1995,8,11,1995,0,1,0,0,0,1,0,0,5,4078009
4078,4078010,SUD,625,14,11,1995,14,11,1995,1,0,0,0,7,3,2,0,5,4078010
4078,4078010,UGA,500,14,11,1995,14,11,1995,0,1,0,0,0,1,0,0,5,4078010
4078,4078011,SUD,625,-9,12,1995,-9,12,1995,1,0,0,0,12,3,4,0,5,4078011
4078,4078011,UGA,500,-9,12,1995,-9,12,1995,0,1,0,0,0,1,0,0,5,4078011
4078,4078012,SUD,625,-9,12,1995,-9,12,1995,1,0,0,0,11,3,2,0,5,4078012
4078,4078012,UGA,500,-9,12,1995,-9,12,1995,0,1,0,0,0,1,0,0,5,4078012
4078,4078013,SUD,625,-9,12,1995,-9,12,1995,0,0,0,0,0,1,0,0,5,4078013
4078,4078013,UGA,500,-9,12,1995,-9,12,1995,1,1,0,0,16,4,4,0,5,4078013
4078,4078014,SUD,625,5,12,1995,5,12,1995,0,0,0,0,0,1,0,0,5,4078014
4078,4078014,UGA,500,5,12,1995,5,12,1995,1,1,0,0,1,2,4,2,5,4078014
4078,4078015,SUD,625,7,1,1996,21,1,1996,1,0,0,0,16,4,4,2,5,4078015
4078,4078015,UGA,500,7,1,1996,21,1,1996,0,1,0,0,0,1,0,0,5,4078015
4078,4078016,SUD,625,1,2,1996,23,2,1996,1,0,0,0,16,4,4,2,5,4078016
4078,4078016,UGA,500,1,2,1996,23,2,1996,0,1,-9,-9,0,1,0,0,5,4078016
4078,4078017,SUD,625,8,4,1996,10,4,1996,1,0,0,0,16,4,4,2,5,4078017
4078,4078017,UGA,500,8,4,1996,10,4,1996,0,1,0,0,0,1,0,0,5,4078017
4078,4078018,SUD,625,30,5,1996,1,6,1996,1,0,-9,-9,17,4,4,0,5,4078018
4078,4078018,UGA,500,30,5,1996,1,6,1996,0,1,0,0,17,4,4,0,5,4078018
4078,4078019,SUD,625,5,6,1996,5,6,1996,1,0,0,0,1,2,4,2,5,4078019
4078,4078019,UGA,500,5,6,1996,5,6,1996,0,1,0,0,0,1,0,0,5,4078019
4078,4078020,SUD,625,22,9,1996,22,9,1996,1,0,0,0,16,4,2,0,5,4078020
4078,4078020,UGA,500,22,9,1996,22,9,1996,0,1,-9,-9,0,1,0,0,5,4078020
4078,4078021,SUD,625,-9,1,1997,-9,1,1997,0,0,0,0,0,1,0,0,5,4078021
4078,4078021,UGA,500,-9,1,1997,-9,1,1997,1,1,0,0,11,3,2,0,5,4078021
4078,4078022,SUD,625,8,1,1997,8,1,1997,1,0,0,0,12,3,2,0,5,4078022
4078,4078022,UGA,500,8,1,1997,8,1,1997,0,1,0,0,0,1,0,0,5,4078022
4078,4078023,SUD,625,3,2,1997,3,2,1997,1,0,0,0,12,3,0,0,5,4078023
4078,4078023,UGA,500,3,2,1997,3,2,1997,0,1,0,0,0,1,0,0,5,4078023
4078,4078024,SUD,625,3,2,1997,3,2,1997,0,0,0,0,0,1,0,0,5,4078024
4078,4078024,UGA,500,3,2,1997,3,2,1997,1,1,0,0,16,4,0,0,5,4078024
4078,4078025,SUD,625,1,3,1997,1,3,1997,1,0,0,0,16,4,0,0,5,4078025
4078,4078025,UGA,500,1,3,1997,1,3,1997,0,1,-9,-9,0,1,0,0,5,4078025
4078,4078026,SUD,625,9,3,1997,9,3,1997,1,0,0,0,17,4,2,0,5,4078026
4078,4078026,UGA,500,9,3,1997,9,3,1997,0,1,0,0,17,4,2,0,5,4078026
4078,4078027,SUD,625,15,3,1997,15,3,1997,1,0,0,0,10,3,0,0,5,4078027
4078,4078027,UGA,500,15,3,1997,15,3,1997,0,1,0,0,0,1,0,0,5,4078027
4078,4078028,SUD,625,-9,4,1997,14,4,1997,0,0,0,0,0,1,0,0,5,4078028
4078,4078028,UGA,500,-9,4,1997,14,4,1997,1,1,0,0,12,3,0,0,5,4078028
4078,4078029,SUD,625,11,4,1997,14,4,1997,0,0,-9,-9,0,1,0,0,5,4078029
4078,4078029,UGA,500,11,4,1997,14,4,1997,1,1,0,0,16,4,2,0,5,4078029
4078,4078030,SUD,625,14,4,1997,14,4,1997,0,0,2,60,17,4,0,0,5,4078030
4078,4078030,UGA,500,14,4,1997,14,4,1997,1,1,-9,-9,17,4,0,0,5,4078030
4079,4079001,ETH,530,8,3,1994,8,3,1994,1,1,1,9,17,4,4,0,5,4079001
4079,4079001,SUD,625,8,3,1994,8,3,1994,0,0,1,6,17,4,4,0,5,4079001
4079,4079002,ETH,530,8,3,1994,8,3,1994,1,1,1,5,17,4,4,0,5,4079002
4079,4079002,SUD,625,8,3,1994,8,3,1994,0,0,1,14,17,4,4,0,5,4079002
4079,4079003,ETH,530,-9,7,1994,-9,7,1994,1,1,-9,-9,17,4,4,1,5,4079003
4079,4079003,SUD,625,-9,7,1994,-9,7,1994,0,0,1,5,17,4,4,1,5,4079003
4079,4079004,ETH,530,-9,7,1994,-9,7,1994,1,1,0,0,16,4,1,0,5,4079004
4079,4079004,SUD,625,-9,7,1994,-9,7,1994,0,0,1,5,0,1,0,0,5,4079004
4079,4079005,ETH,530,-9,12,1995,-9,12,1995,1,1,-9,-9,17,4,2,1,5,4079005
4079,4079005,SUD,625,-9,12,1995,-9,12,1995,0,0,-9,-9,17,4,2,1,5,4079005
4079,4079006,ETH,530,27,12,1995,27,12,1995,1,1,-9,-9,17,4,2,0,5,4079006
4079,4079006,SUD,625,27,12,1995,27,12,1995,0,0,-9,-9,17,4,2,0,5,4079006
4079,4079007,ETH,530,28,12,1995,-9,6,1996,1,1,0,0,14,4,2,0,5,4079007
4079,4079007,SUD,625,28,12,1995,-9,6,1996,0,0,0,0,0,1,0,0,5,4079007
4079,4079008,ETH,530,1,1,1996,-9,7,1996,1,1,0,0,14,4,2,0,5,4079008
4079,4079008,SUD,625,1,1,1996,-9,7,1996,0,0,0,0,0,1,0,0,5,4079008
4079,4079009,ETH,530,11,1,1996,-9,7,1996,1,1,0,-9,14,4,2,0,5,4079009
4079,4079009,SUD,625,11,1,1996,-9,7,1996,0,0,0,0,0,1,0,0,5,4079009
4079,4079010,ETH,530,-9,3,1996,-9,3,1996,0,1,0,0,0,1,0,0,5,4079010
4079,4079010,SUD,625,-9,3,1996,-9,3,1996,1,0,0,0,11,3,2,0,5,4079010
4079,4079011,ETH,530,-9,3,1996,-9,3,1996,0,1,0,0,0,1,0,0,5,4079011
4079,4079011,SUD,625,-9,3,1996,-9,3,1996,1,0,0,0,11,3,2,0,5,4079011
4079,4079012,ETH,530,24,3,1996,24,3,1996,1,1,0,0,16,4,2,0,5,4079012
4079,4079012,SUD,625,24,3,1996,24,3,1996,0,0,-9,-9,0,1,0,0,5,4079012
4079,4079013,ETH,530,24,3,1996,24,3,1996,1,1,0,0,16,4,2,0,5,4079013
4079,4079013,SUD,625,24,3,1996,24,3,1996,0,0,-9,-9,0,1,0,0,5,4079013
4081,4081001,ERI,531,-9,11,1994,-9,12,1994,0,0,0,0,0,1,0,0,5,4081001
4081,4081001,SUD,625,-9,11,1994,-9,12,1994,1,1,0,0,11,3,3,0,5,4081001
4082,4082001,DJI,522,-9,12,1995,-9,12,1995,0,0,0,0,0,1,0,0,5,4082001
4082,4082001,ERI,531,-9,12,1995,-9,12,1995,1,1,0,0,12,3,1,0,5,4082001
4082,4082002,DJI,522,-9,4,1996,-9,4,1996,0,0,0,0,0,1,0,0,5,4082002
4082,4082002,ERI,531,-9,4,1996,-9,4,1996,1,1,0,0,16,4,1,0,5,4082002
4083,4083001,KEN,501,-9,3,1995,-9,3,1995,1,1,0,0,12,3,4,2,5,4083001
4083,4083001,UGA,500,-9,3,1995,-9,3,1995,0,0,0,0,0,1,0,0,5,4083001
4083,4083002,KEN,501,22,3,1995,-9,3,1995,0,1,0,0,0,1,0,0,5,4083002
4083,4083002,UGA,500,22,3,1995,-9,3,1995,1,0,0,0,11,3,2,0,5,4083002
4084,4084001,KEN,501,-9,11,1995,-9,11,1995,1,1,0,0,11,3,2,0,5,4084001
4084,4084001,UGA,500,-9,11,1995,-9,11,1995,0,0,0,0,0,1,0,0,5,4084001
4085,4085001,CDI,437,28,5,1993,28,5,1993,0,0,0,0,17,4,2,0,5,4085001
4085,4085001,NIG,475,28,5,1993,28,5,1993,1,1,0,0,17,4,2,0,5,4085001
4086,4086001,BUL,355,23,1,1996,23,1,1996,0,0,0,0,0,1,0,0,5,4086001
4086,4086001,KZK,705,23,1,1996,23,1,1996,1,1,0,0,15,4,4,0,5,4086001
4088,4088001,CHN,710,-9,2,1999,-9,2,1999,1,1,0,0,7,3,2,0,5,4088001
4088,4088001,TAW,713,-9,2,1999,-9,2,1999,0,0,0,0,0,1,0,0,5,4088001
4088,4088002,CHN,710,-9,7,1999,-9,8,1999,0,1,0,0,0,1,0,0,5,4088008
4088,4088002,USA,2,-9,7,1999,-9,8,1999,1,0,0,0,7,3,2,0,5,4088008
4088,4088003,CHN,710,13,7,1999,-9,8,1999,1,1,0,0,8,3,2,0,5,4088002
4088,4088003,TAW,713,13,7,1999,-9,8,1999,0,0,0,0,0,1,0,0,5,4088002
4088,4088004,CHN,710,14,7,1999,14,7,1999,1,1,0,0,1,2,2,1,5,4088003
4088,4088004,TAW,713,14,7,1999,14,7,1999,0,0,0,0,0,1,0,0,5,4088003
4088,4088005,CHN,710,15,7,1999,-9,8,1999,0,1,0,0,0,1,0,0,5,4088004
4088,4088005,TAW,713,15,7,1999,-9,8,1999,1,0,0,0,8,3,2,0,5,4088004
4088,4088006,CHN,710,16,7,1999,-9,8,1999,0,1,0,0,0,1,0,0,5,4088005
4088,4088006,TAW,713,16,7,1999,-9,8,1999,1,0,0,0,7,3,2,1,5,4088005
4088,4088007,CHN,710,16,7,1999,-9,8,1999,1,1,0,0,7,3,2,0,5,4088006
4088,4088007,TAW,713,16,7,1999,-9,8,1999,0,0,0,0,0,1,0,0,5,4088006
4088,4088008,CHN,710,25,7,1999,25,7,1999,1,1,0,0,12,3,2,1,5,4088007
4088,4088008,TAW,713,25,7,1999,25,7,1999,0,0,0,0,0,1,0,0,5,4088007
4088,4088009,CHN,710,30,7,1999,30,7,1999,1,1,0,0,12,3,2,1,5,4088009
4088,4088009,TAW,713,30,7,1999,30,7,1999,0,0,0,0,0,1,0,0,5,4088009
4088,4088010,CHN,710,2,8,1999,2,8,1999,1,1,0,0,7,3,2,1,5,4088010
4088,4088010,TAW,713,2,8,1999,2,8,1999,0,0,0,0,0,1,0,0,5,4088010
4088,4088011,CHN,710,1,9,1999,14,9,1999,1,1,0,0,7,3,2,1,5,4088011
4088,4088011,TAW,713,1,9,1999,14,9,1999,0,0,0,0,0,1,0,0,5,4088011
4088,4088012,CHN,710,12,2,2000,12,2,2000,1,1,0,0,7,3,2,0,5,4088012
4088,4088012,TAW,713,12,2,2000,12,2,2000,0,0,0,0,0,1,0,0,5,4088012
4088,4088013,CHN,710,12,2,2000,12,2,2000,0,1,0,0,0,1,0,0,5,4088013
4088,4088013,TAW,713,12,2,2000,12,2,2000,1,0,0,0,8,3,2,0,5,4088013
4088,4088014,CHN,710,20,2,2000,20,2,2000,1,1,0,0,7,3,2,0,5,4088014
4088,4088014,TAW,713,20,2,2000,20,2,2000,0,0,0,0,0,1,0,0,5,4088014
4088,4088015,CHN,710,21,2,2000,21,2,2000,1,1,0,0,1,2,2,0,5,4088015
4088,4088015,TAW,713,21,2,2000,21,2,2000,0,0,0,0,0,1,0,0,5,4088015
4088,4088016,CHN,710,24,2,2000,-9,3,2000,0,1,0,0,0,1,0,0,5,4088016
4088,4088016,USA,2,24,2,2000,-9,3,2000,1,0,0,0,7,3,2,0,5,4088016
4088,4088017,CHN,710,4,3,2000,-9,3,2000,1,1,0,0,8,3,2,0,5,4088017
4088,4088017,TAW,713,4,3,2000,-9,3,2000,0,0,0,0,0,1,0,0,5,4088017
4088,4088018,CHN,710,19,3,2000,19,3,2000,1,1,0,0,7,3,2,0,5,4088018
4088,4088018,TAW,713,19,3,2000,19,3,2000,0,0,0,0,0,1,0,0,5,4088018
4088,4088019,CHN,710,10,4,2000,-9,4,2000,1,1,0,0,7,3,2,0,5,4088019
4088,4088019,TAW,713,10,4,2000,-9,4,2000,0,0,0,0,0,1,0,0,5,4088019
4089,4089001,CHN,710,25,10,1997,25,10,1997,0,0,-9,-9,17,4,4,0,5,4089001
4089,4089001,PRK,731,25,10,1997,25,10,1997,1,1,-9,-9,17,4,4,0,5,4089001
4090,4090001,ALB,339,17,9,1997,17,9,1997,0,0,0,0,0,1,0,0,5,4090001
4090,4090001,GRC,350,17,9,1997,17,9,1997,1,1,0,0,16,4,4,0,5,4090001
4092,4092001,GRC,350,28,12,1995,28,12,1995,0,0,0,0,0,1,0,0,5,4092001
4092,4092001,TUR,640,28,12,1995,28,12,1995,1,1,0,0,7,3,2,1,5,4092001
4092,4092002,GRC,350,28,1,1996,31,1,1996,1,0,0,0,7,3,1,0,5,4092002
